	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX8044125	87799347	1532788	34734949	49466077	0	0	0	0	1548551	0	0	0	0	407491	94854	14637	1.7457851935960298	87799347.0	38333270.0	43.66	49466077.0	56.34	SRX8044125_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	87799347.0	0.0	20-101	54.0	11.2754631111799	95.07406602921544	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		87847493	42359125	87847493	8872596793	24939361	8409769510	5.216367809761689	0.27699999999999997	0.2722	0.4508		
SRX8044126	88840009	2172926	33935613	50189190	0	0	0	0	1989357	0	0	0	0	440565	94211	18147	2.4458867400610007	88840009.0	38650819.0	43.51	50189190.0	56.49	SRX8044126_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	88840009.0	0.0	20-101	53.0	10.649296683725225	96.26823932446922	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		88887888	39717227	88887888	8977676688	28665340	8611052398	4.083732381341465	0.2035	0.213	0.5836		
SRX8044127	44024715	54838	705610	42361298	0	0	0	0	103791	0	0	0	0	794883	3480	815	0.12456185122379555	44024715.0	1663417.0	3.78	42361298.0	96.22	SRX8044127_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44024715.0	0.0	20-101	51.0	22.874215256272524	90.44472047121714	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		44156529	20061156	44156529	4459809429	63977584	4039610976	9.421892564907619	0.5	0.1667	0.3333		
SRX8044128	58672704	263443	4987668	53018032	0	0	0	0	350786	0	0	0	0	35080	16636	1059	0.4490043615511567	58672704.0	5654672.0	9.64	53018032.0	90.36	SRX8044128_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58672704.0	0.0	20-101	54.0	24.981421433311947	95.48824908427605	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		58797201	23937723	58797201	5938517301	94898941	5614970670	5.448272937514508	0.4104	0.3955	0.19399999999999998		
SRX8044129	25489289	54812	441484	24942072	0	0	0	0	40783	0	0	0	0	5433	3556	1149	0.2150393445654761	25489289.0	547217.0	2.15	24942072.0	97.85	SRX8044129_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25489289.0	0.0	20-101	51.0	29.55768397142209	93.56376892270319	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		25565718	9872152	25565718	2582137518	39640057	2430921036	5.856252075881885	0.3	0.55	0.15		
SRX8044130	84632007	8455	582204	83985317	0	0	0	0	52526	0	0	0	0	2990	455	60	0.009990310167168786	84632007.0	646690.0	0.76	83985317.0	99.24	SRX8044130_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	84632007.0	0.0	20-101	52.0	20.839795599903496	94.09803950413229	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		84833666	35811469	84833666	8568200266	121688467	8023084062	6.3620852346683465	0.3866	0.3402	0.2732		
SRX8044131	104322811	209958	5286825	92392388	0	0	0	0	775706	0	0	0	0	5634351	23581	2	0.20125799716037174	104322811.0	11930423.0	11.44	92392388.0	88.56	SRX8044131_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	104322811.0	0.0	20-101	52.0	19.75587714693205	89.83563399187929	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		104524090	53469544	104524090	10556933090	103886478	9466263744	10.331308692608186	0.3333	0.6667	0.0		
SRX8044133	83865654	1610747	33969179	46404338	0	0	0	0	1415970	0	0	0	0	347543	99591	18286	1.9206277220469772	83865654.0	37461316.0	44.67	46404338.0	55.33	SRX8044133_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	83865654.0	0.0	20-101	53.0	8.93822468057237	96.3793456615744	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		83906085	37949564	83906085	8474514585	18698502	8140271712	3.9440946103463457	0.45	0.4443	0.1057		
SRX8044134	60473533	1163873	26328176	30222408	0	0	0	0	2319509	0	0	0	0	365541	64100	9926	1.9245989811774349	60473533.0	30251125.0	50.02	30222408.0	49.98	SRX8044134_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60473533.0	0.0	20-101	53.0	10.944035612856698	90.54279319185801	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		60485950	33471909	60485950	6109080950	13577388	5513897066	9.742609221768456	0.0333	0.033	0.9337		
SRX8044135	87665979	2788187	31722096	50866614	0	0	0	0	1977451	0	0	0	0	164234	87433	59964	3.1804663927839103	87665979.0	36799365.0	41.98	50866614.0	58.02	SRX8044135_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	87665979.0	0.0	20-101	54.0	10.893099937055123	97.4805659559223	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		87723110	36300474	87723110	8860034110	33199507	8604481115	2.8843342116659185	0.4923	0.4981	0.0096		
SRX8044136	43410645	50326	1398518	41800653	0	0	0	0	148639	0	0	0	0	9540	1784	1185	0.11593009041906654	43410645.0	1609992.0	3.71	41800653.0	96.29	SRX8044136_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43410645.0	0.0	20-101	51.0	27.18147907445674	91.5903548081352	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		43521144	18765386	43521144	4395635544	85328918	4005373456	8.878399587352142	0.0662	0.0728	0.8609		
SRX8044137	101915051	683726	29230657	70335823	0	0	0	0	1201920	0	0	0	0	441484	18097	3344	0.6708783376853729	101915051.0	31579228.0	30.99	70335823.0	69.01	SRX8044137_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	101915051.0	0.0	20-101	53.0	10.668772426828426	94.90866213666516	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		101990448	47144070	101990448	10301035248	62876037	9740449939	5.442028839857048	0.0	0.0	1.0		
SRX8044138	39384935	67378	512230	38773396	0	0	0	0	26190	0	0	0	0	2911	2803	27	0.17107556480669575	39384935.0	611539.0	1.55	38773396.0	98.45	SRX8044138_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39384935.0	0.0	20-101	51.0	24.434308414521485	93.05702990242337	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		39500207	15769390	39500207	3989520907	60919654	3727030421	6.579498945335393	0.0024	0.0036	0.9940000000000001		
SRX8044139	65459703	10476	297349	65123501	0	0	0	0	25684	0	0	0	0	2194	420	79	0.01600373897205125	65459703.0	336202.0	0.51	65123501.0	99.49	SRX8044139_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	65459703.0	0.0	20-101	53.0	25.59023175669526	93.09178329147018	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		65708255	27213484	65708255	6636533755	104243114	6181654774	6.854165107761138	0.1023	0.0687	0.8289		
SRX8044140	76914417	229362	5044134	70666326	0	0	0	0	903598	0	0	0	0	66504	4211	282	0.2982041715274264	76914417.0	6248091.0	8.12	70666326.0	91.88	SRX8044140_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	76914417.0	0.0	20-101	54.0	20.94720688906652	78.15968218286045	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		77040096	54560698	77040096	7781049696	109244662	6068938530	22.00360147911848	0.125	0.0625	0.8125		
SRX8044141	78366817	1591343	30375580	44476049	0	0	0	0	1435338	0	0	0	0	371173	98127	19207	2.0306337055899566	78366817.0	33890768.0	43.25	44476049.0	56.75	SRX8044141_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	78366817.0	0.0	20-101	53.0	8.265173327132942	95.38156919146022	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		78393150	37524521	78393150	7917708150	17609766	7527069508	4.933733785072642	0.1003	0.0962	0.8034		
SRX8044142	59176794	1020895	16209826	40728285	0	0	0	0	960846	0	0	0	0	178371	64940	13631	1.7251610487719222	59176794.0	18448509.0	31.18	40728285.0	68.82	SRX8044142_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59176794.0	0.0	20-101	53.0	12.261450772021144	95.19215086238027	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		59221853	27277563	59221853	5981407153	28114152	5678890946	5.057609342782689	0.2521	0.2507	0.4972		
SRX8044143	41199810	970644	15976126	23002146	0	0	0	0	973940	0	0	0	0	208060	46457	22437	2.355942903620187	41199810.0	18197664.0	44.17	23002146.0	55.83	SRX8044143_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41199810.0	0.0	20-101	53.0	11.878474878153975	94.05119547881412	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		41223203	20388296	41223203	4163543503	9821979	3902859313	6.26111363582887	0.4976	0.4892	0.0132		
SRX8044144	101075121	1031639	10547465	75518551	0	0	0	0	1822879	0	0	0	0	12077889	61889	14809	1.02066560969044	101075121.0	25556570.0	25.28	75518551.0	74.72	SRX8044144_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	101075121.0	0.0	20-101	53.0	11.53156003150282	89.90318129819504	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		101186516	53679921	101186516	10219838116	95515303	9159142155	10.378794154668585	0.0667	0.0	0.9333		
SRX8044145	59820169	399108	6635047	52260194	0	0	0	0	446596	0	0	0	0	54914	21016	3294	0.6671796597565613	59820169.0	7559975.0	12.64	52260194.0	87.36	SRX8044145_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59820169.0	0.0	20-101	54.0	25.529450017236538	90.4214671476438	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		59998415	30698443	59998415	6059839915	93485062	5434243698	10.32364263371799	0.0	0.0	1.0		
SRX8044146	59042507	465547	6939850	51319633	0	0	0	0	281967	0	0	0	0	17147	15901	2462	0.7884946348907577	59042507.0	7722874.0	13.08	51319633.0	86.92	SRX8044146_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59042507.0	0.0	20-101	52.0	17.128735185852282	94.18389639179787	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		59161107	25100939	59161107	5975271807	80611187	5601719107	6.251643641756764	0.0	0.0	1.0		
SRX8044147	74407163	651958	12367454	60628355	0	0	0	0	559456	0	0	0	0	171314	15194	13432	0.8762032762894078	74407163.0	13778808.0	18.52	60628355.0	81.48	SRX8044147_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74407163.0	0.0	20-101	52.0	12.194666036563845	95.30837836136824	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		74440733	33711419	74440733	7518514033	19324156	7141813590	5.010304447748578	0.3625	0.2625	0.375		
SRX8044148	78681228	619467	10491525	66605164	0	0	0	0	729226	0	0	0	0	229707	6101	38	0.7873123180029676	78681228.0	12076064.0	15.35	66605164.0	84.65	SRX8044148_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	78681228.0	0.0	20-101	52.0	14.392465434160984	94.28114205334977	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		78804561	35041550	78804561	7959260661	60988119	7478693300	6.037839209799437	0.475	0.5	0.025		
SRX8044149	72775049	1491018	28141955	41169989	0	0	0	0	1596295	0	0	0	0	267905	89400	18487	2.048803842097035	72775049.0	31605060.0	43.43	41169989.0	56.57	SRX8044149_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	72775049.0	0.0	20-101	53.0	10.088045641407547	94.22889856109889	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		72804842	36339841	72804842	7353289042	20642572	6904056863	6.109268606661688	0.1472	0.1412	0.7116		
SRX8044150	43332227	972667	7702716	34082996	0	0	0	0	452976	0	0	0	0	45496	50400	24976	2.244673462086313	43332227.0	9249231.0	21.34	34082996.0	78.66	SRX8044150_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43332227.0	0.0	20-101	53.0	15.915495635340625	94.4960646495275	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		43372974	19853828	43372974	4380670374	31527829	4123310798	5.874890234322844	0.5018	0.4982	0.0		
SRX8044151	47945656	706007	16197555	28795831	0	0	0	0	1964447	0	0	0	0	238450	38989	4377	1.472515049121447	47945656.0	19149825.0	39.94	28795831.0	60.06	SRX8044151_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47945656.0	0.0	20-101	53.0	13.411523670736043	88.11131248261574	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		48000599	27892768	48000599	4848060499	23404177	4258072741	12.169562614197895	0.2778	0.3611	0.3611		
SRX8044152	62570747	484633	8052529	53227721	0	0	0	0	755956	0	0	0	0	27019	14626	8263	0.7745360623551449	62570747.0	9343026.0	14.93	53227721.0	85.07	SRX8044152_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	62570747.0	0.0	20-101	53.0	19.499526315814897	88.30475621459337	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		62691999	34719436	62691999	6331891899	77206278	5563073543	12.142000657361507	0.4	0.6	0.0		
SRX8044153	52864877	566366	14100654	36817212	0	0	0	0	1140839	0	0	0	0	191587	42083	6136	1.0713464820886651	52864877.0	16047665.0	30.36	36817212.0	69.64	SRX8044153_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52864877.0	0.0	20-101	53.0	14.558050784290344	91.00583807279075	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass		52921964	27640972	52921964	5345118364	33836044	4848067044	9.299163950188623	0.5455	0.3182	0.1364		
